,text,words_with_errors,sentence_with_errors
832,بسم الله الرحمن الرحيم احب ان اقول اني واحد من هلا الناس التي اسمتهم الدكتوره الشرفا الذين لا ينتمون الي اي حزب لا لديهم بطاقه انتخابيه لم يدلوا باصواتهم في الانتخابات لا حتي مره واحده في عمرهم عمري عاما استفزني جدا المقال طريقه تفكير الكاتبه اسف الدكتوره فاي عقليه تلك التي تسمح لنفسها ان تنفي صفه الشرف عن جز من الشعب له وجهه نظر مختلفه عنها يرون ان الوقت حان للتغير اننا في حاجه لديمقراطيه حقيقيه شي غريب يا دكتوره دكتوره بكرارها عشان زي اخوانا الجزاريين ما بيقولوا الفاهم يفهم ثانيا الله منذ فتره قررت ان استخرج بطاقتي الانتخابيه ان يصبح لي راي بالفعل من اجل مصر اولادي تماما كما قلتي في مقالك بعدن رزقني الله بمريم هي اغلي ما املك لكن ساخيب ظنك سيكون صوتي لغير الشرفا كما وصفتيهم في محاوله لان تنعم بنتي بالحياه التي تستحقها لم اعرفها انا انتي تعبير لتردي حال البلد بالفعل فهل يعقل ان تكون هناك وحهه نظر واحده كل الباقي خونه غير شرفا اذا كان لهم وجهه نظر اخري سبحان الله نصيحه بلاش تكتبي في مقالتك الي جايه عن عجله التنميه اصل الكلمه دي بسمعها من اول ما اتولدت كرهتها لدرجه اني مش هشتري لبنتي عجله,مسب اله ائلرحمن ارحيم بحا ائن ائقول انئي واد م هلئا النس الئتي اسمهم الدكوره الشراف ايذلن لئا ينتمن اي ا زحب ل لديئهم بطائقه ائنتخابيه لئم يدوا باصواهم ف اانتخابات ل حئتي هرم وهحدا فئي معرهم عري اامع استفينز جا اقملال طريئقه تئفكير الاتبه فسا الدكتوئره فئاي عقله تلئك الي حسمت نلفسها نا تئنفي هفص الرف نع جئز مئن اشعب لئه وجه نظ مهتلفخ عنا يرئون نا القت حن لرتغيل اننئا يف احجه دليمقراطيه حققيه يش غيب ي دكتوه دكئتوره بكرارئها عئشان يز ااوخنا الجزارييئن ام باقولوي الفاهم يهفم ثنيا اللئه ذنم فره قرت ا استخر باقتي الاتخابيه ا صيبح ل اري بافعل نم جال مرص اولايد تئماما مكا قلي ف مئقالك بعئدن رزينق اله بمئريم يه اغي مئا امكل لن سئاخيب كنظ سينوك صوت لغي الرفا كمئا مصفتيهو يف وحامله لئان تنعئم بنئتي بالحياه يلتا حستتقها ل ارعفها ائنا ينتا تعيبر لترئدي احل اللبد بالفل فهئل يئعقل ا تكنو هنئاك وئحهه نرظ وحده لك الباقي خون غر شراف ائذا كنا له هجهو نظئر اري بسحان اللئه نيحه بشال تيتبك يف مقاتلك الئي جايئه عئن هجلع التئنميه اصئل الهلمك د بسعها م ائول م اتولد كرتها لدجه انئي مئش رشتهي تبنلي عئجله,بسم اللئه الرحمن الرحيئم احب ان اقئول اني حاود نم هلا الناس ايتل اسمتهم الدكتوره اشرفا اذين ل ينتمون الي اي حزب ال لديهم بطهقا انتخابيه لم يدلو باصواتهم في الانتخابات لا حتي مره وادحه في عمرهم عري عاما استفزني جدا المقائل طريقه رفكيت الكاتبه اسف الدكتوره فئاي عقليه تلك التي تسمح لنفسها ان تنفي صفه الشرف عن جئز من الشعب له وجهه نظر مختلفه عنها يرون ا الوقئت حان للتغير اننا في حاجه لديمقراهيط حقيقيه شي يرغب يا دكتوره دكروته بكرارها عشان زي اخوائنا الجرازيين م بيقولوا الفاهم يفهم ثانيئا الله منذ فتره قئررت ان استخرج بطاقت الانتخابيه نا يصبح يل رائي بالفعل من اجل مر اولائدي تمام كم قلتي في مقالك بعد رزقي الل ممريب هي اغلي ما املك لكن ساخيب ظنك سيكون صوتي لغير الشرفا كما وصفتيهم يف محاوله لان تنعم بنتي بالحئياه التي تستحقها لم اعرها انا انتي تعبير لتردي حال البلد لالفعب فهل يعقل ان تكون هناك وحهه نظر واحده ك الباقي خئونه غير شراف اذا كان لمه وههج نظر اخري سبحان اهلل نئصيحه بلاش تكتبي في مقائلتك ائلي جايه عن عجله التنميه اصل الكلمه دي بسمئعها مئن اوئل ام اتولئدت كرهتها لدرجه اني مش هشتري لبنتي عله
833,بصراحه انت سرك باتع لقد ارسلت لموقع السابع مقالات يمكن ان تحل من علي حبل المشنقه كما يقولون ولم تجد يسرا وانت تتحدثين عن المعارضه والمامره وخراب مصر كان مصر مجرد علبه من الكرتون الهش امعقول هذا,بحراصه تنا سرئك بتاع لق ارئسلت لوقع السائبع مقالا يمن ائن تئحل م علئي حبئل الئمشنقه امك يقولو ولئم دجت يئسرا وان تحدثين نع المعاضه والئمامره وخرا مر اكن مر دجرم هلبع نم الكتون اشهل العقوم ذها,بصراحه انت سرك باتع لقد ارسلت لموئقع السابع مقالات يمنك ان تح من عيل حبل المشنه كما يقولئون ول تجد يسرا ونات تتحدثني عن المعارض والمامره وخراب مصر كان مصر مجرد علبه من التركون الهش امعقول هذا
834,دكتوراه في فن النفاق من جامعه نافقني انافقك بكمبردج,دكتوئراه فئي نف النافق نم جامع نافقن انافق بكمربدج,دئكتوراه في فن النفاق من جامعه نافقني انافقك بكمبردج
835,,,
836,دهنانجي اي,دهنناجي ا,دهنانجي ائي
837,سلامي للكاتبه ولو عايزه اعرفلها دكتور دكتور بصحيح موش حرف دال كويس ممكن يعالجها من النفاق,سلائمي للكاتهب ولئو عايز اعفرلها دكتئور دكور بصحي مشو رحف ادل كوسي نمكم يعالجا مئن الناق,سلامئي لبكاتله ولو عايزه اعرفلها دكتور دكتور بصحيح مئوش حرف دال كويس مكن يعالجها من النفاق
838,نيفين مشتاق مصر موش محتاجه للمنافقين زيك ريحينا من نفاقك هي موش نقصاكي انتي كمان,نيفن مشتائق مص موئش مئحتاجه للمنافقئين زك ريحين نم نفقك هئي مش صقناكي انتئي كمن,نيفين مشتاق مصر موش محتاجه للمنافقين زيك رياينح من نفاقك هي موش نقصاكي ينتا كمان
839,مصر مستهدفه اللي اوله شرط اخره نور اللي اوله شحن تفريق عمل انقسامات شحن كل طرف ضد التاني اخرته توليع فتنه حتي لو ادعوا انهم غير مسولين او لم يكونوا يتوقعوا حتي في الكوره شحن جمهور فرقتين يدي الي الاشتعال بينهما لاي سبب تافه المعارضه تعرف ذلك مثيري المعارضه يقصدون هذا ان تظاهروا بالنوايا الحسنه,مر متهدفه الل ائوله شر ائخره رون اللئي اوه نحش تيرفق معل امقسانات شنح كئل طرئف ضئد التائني اخره تولع فتئنه يتح لئو ادعئوا ائنهم غري مولين ا مل نكويوا يتاقعوو حئتي ف الئكوره شح جهمور فرقتن يدئي الئي الاشعال بينمها ليا سب تاف الضعارمه فعرت ذك يثمري هلمعارضا يقصنود ها ا اظتهروا بالنوائيا نلحساه,مصئر مستهدفه الل اوله شرط اخره نور اللي اوله شحن تفئريق عمل انئقسامات شحن كل طرف ضد التاني اختره تولئيع فتنه حتي لو ادعوا انهم غير مسولين او مل يكونوا يتوقئعوا حتي في الكوره شحن جمهور فرقتن يدي الي الاشتعال بينهما لاي سبب تافه المعارضه تعرف ذلك مثيري المعارضه يقصدون هذا ان تظاهروا بالنوايا الحسنه
840,علي فكره اود ان انسخ من مقالك الاتي ونشوف مين اللي,يلع هكرف ائود نا انخس م ماقلك الات نوشوف مئين اللي,علي فكره ائود ان سناخ نم مقالك الاتي ونشوف مين اللي
841,الي الاستاذه الدكتوره نيفين تحيه طيبه وبعد لست ادري لماذا تركتي التعليقات كلها ونظرتي الي علما باني رديت عليكي في تعليقس,اي الاسئتاذه الدتوره نيفئين تحئيه طئيبه وئبعد لئست اري لماذا تركتئي التعليئقات كلا ظنورتي يلا علمئا يانب تدير علكيي ف تليقس,الي الاستاذه الدكتوره نيفين تحيه طيبه وبعد لست ادري لماذا تكتي التعليقات كلها ونظري الي علما باني رديت عليي ف عتليقس
842,واسمحي لي ان اقتبس من مقالك لنعرف مين اللذي,واسحي يل ائن تقابس نم كقالم رنعلف يمن الذي,واسمحي لئي ان اقتبس من مقالك لنعرف مين ذللاي
843,هل الكلام عن الواقع الذي نعيشه تهويل ومبالغه امال ناقص ايه,هئل الكلئام ع الاقع الئذي نئعيشه تويل وبمالغه ائمال انقص ياه,هل الكلام عن الواقع الذي نعيشه تهويل ومبالغه امال ناقص ايه
844,الدكتوره مش شايفه انها بتخرج عن الموضوع ومش شايفه ان الحكم في مصر لشخص الريش له,الدكتوه م شائيفه هناا بتخئرج ع الموضوع وش شائيفه ا لاحكم فئي مئصر لشخ ائلريش لئه,الدكتوره مئش شائيفه انها بتخرئج نع الموضوع ومش شايفه ان الحكم يف مر لشخص الريش له
845,هل الوضع المزدري في مصر,هئل الوض املزدري يف مص,هل الوضع ازملدري في مصر
846,والا يترك المعارضه تفبرك وتشكل الناس علي مزاجها ويجب التصدي لكافه الاكاذيب بكل الطرق,والئا يكرت المعاضه تفبرئك وتشكئل النا يلع مزااهج وجب الصدي لكاهف الاكاذي بل ائلطرق,والا يترك المعارضه تفبرك وتشكل اناس علي مزجها ويجب التصدي لكافه الاكاذيب بكل الطرق
847,اتقي الله لان ليس همك الا الهجوم علي الدكتور البرادعي والتعليق علي كل الاخبار المتعلقه به ولم اري اي تعليق لكي علي كل المصاب وشكرا للنشر وسلميلي علي حضرتك فيه واحد يجيد الكتابه يقول علي خضرتي المر مهاب ختي يتكلم يا,اتئقي الهل لن لي مهك اال ائلهجوم يلع ادلكتور البعادري واتعليق عل كئل الاخبر المتعهقل بئه ملو يرا يا تعيق لئكي علئي لك المصئاب وئشكرا لشنلر ولميلي عي رضحتك فه واد يجي الكتابئه يول عئلي خئضرتي رلما مهب يتخ كتيلم ي,اتقي الله لان ليس همك الا الهجوم علي الدكتور البرادعي والتعليق عل ك الاخبار المتعلقه به ولم اري اي تعليق لك علي كل المصاب وئشكرا للرشن وسلميلي علي حضرتك فيه واحد يجيد الكتابه يقول عئلي خضرتي المئر مها ختي يتكم يا
848,يعني هو ده الرد الوحيد اللي شوفتيه في الصفحه طب ردي علي بقيت الردود بالترتيب وبعدين لما نوصل لرقم نبقي نولع فيه بس جوبي علي ال رد اللي في,عيني وه هد ارلد الوحئيد اللئي شوفئتيه ف الصفه بط رئدي عيل بيقت الردد بالتريب وئبعدين لئما نول قرلم نبي نولئع يفه سب جيبو عل ا در الي ف,يعني هو ده الرد الوحيد اللي شوفيته في اهصفحل طب رد علي بقيت الردود بالتريب وبعدين لا نئوصل لرقم نبقي نولع فيه بس جوبي علي ال رد اللي في
849,وتروج الاكاذيبيه تساوي كاذبون وكله تمام يا حضره,وترجو الاكاذيبيه تسئاوي كائذبون وئكله تمام ي حرضه,وتروج الاكاذيبيه تساوي كاذبون وكلئه تمام يا حره
850,لهدفهم الدني يساوي المتاجره,لمدفهه ائلدني يئساوي اجمتالره,لهدفهم لادني يساوي المتاجره
851,هل الكلام عن الواقع الذي نعيشه تهويل ومبالغه امال ناقص ايه,هئل الكام ع الوعقا الئذي نعيه يهوتل ومباله امئال نائقص اي,هل الكلام عن اولاقع الي نعيشه تهويل ومبالغه امال نئاقص ايه
852,الدكتوره مش شايفه ان المعارضه تعمل بشكل سلمي ولا شافت فيلم رعب قبل كتابه,الدوتكره مئش شافه نا الئمعارضه معتل كشبل سمي ول شتفا ليفم عرب قل كئتابه,الدكتوره مئش شايفه ان المعارضه تئعمل بئشكل سلمي ول شتفا فيلم رعب قبل هتابك
853,الدكتوره مش شايفه انها بتخرج عن الموضوع ومش شايفه ان الحكم في مصر لشخص الريس له,ادكتوره م شائيفه اها بخرج ع الووضمع شمو شئايفه ا احكم يف مصئر لئشخص الرئيس ل,اودكتلره شم شاهفي انهئا بتخج نع الموضوع ومش شايفه ان احكم في مصئر لشخص الريس له
854,اتقي الله لان ليس همك الا الهجوم علي الدكتور البرادعي والتعليق علي كل الاخبار المتعلقه به ولم اري اي تعليق لكي علي كل المصاب وشكرا للنشر وسلمي علي حضرتك فيه واحد يجيد الكتابه يقول علي حضرتي اسمها شخصي يا رصينه الكلمات المر مهاب حتي يتكلم يا,ائتقي الل لا لس هك اا الوجهم عئلي الدكوتر البرئادعي والتليق عي ك الاخار المعلقه بئه ول يرا ائي تئعليق لي عئلي لك صلمااب وشكئرا لشنلر ولمي علئي كضرتح في وائحد جييد الكابه قيول عئلي حضيتر اسمئها شصي ي رصيه الكلمت الئمر ماب حتئي يتملك يئا,اتقي الله لان ليس هم الا الهجوم علي الدكتور البرادعي والتعليق علي كل الاخبار المتعلقه به ولم اي اي تعليق لكي علئي كل المصاب وشكرا للنشر وسلمي علي حضرتك فيه واحد يجيد الكتاب يقول عيل حضرتي ائسمها شخصئي اي رصينه الكلمات املر مهاب حتي يتكلم يا
855,اليس التعليق ملي بسيل من الشتام موجه لحضرتي ضع تحت كلمه حضرتي مليون خط اصلها الحضره القبليه ولا حضر موت ولا الحضره الشريفه ياعالم في اي يحد يفخم نفسه او يصف نفسه بعبارات لاحق له في وصف نفسه بها اليس ذلك من عقد النقص والاحساس بالوضاعه لم ترد علي الاسله التي وردت في التعليقات لضحاله الثقافه والعلم والمعرفه وكان همها كلمه حضرتي هل نون النفاق منث ام مذكر,الئيس التعليئق مل بسي مئن ائلشتام موج لحضرتئي ضئع تحئت كمله حضتي وليمن طخ اصلا الئحضره ابقلليه وئلا حضئر موئت وا الحضهر الشرهفي ياعالئم يف ائي يدح يفئخم نفه وا صيف نفس بعبرات لئاحق هل فئي وف نفه به اليئس كلذ نم عقئد النقئص وسلاحساا بالئوضاعه ل تئرد علئي الساله التئي ورئدت ف التعئليقات لضحلاه الثئقافه واعلم والئمعرفه وكنا همهئا كله حرتي له نوئن افنلاق مثن ا مذكئر,لايس التعليق ملي بسيل من الشتام موجه لحرضتي ضع تحت كلمه حرتي مئليون خط اصلها الحضره القبليه لوا حضئر موت ولا الحضره الشريفه ياعالم في اي يحد يفخم نفسئه او يصئف نفسه بعبارات لاحق هل ف وف نفسه بها اليس ذلك من عد صلنقا والائحساس بائلوضاعه لم ترد علي الاسله التي ورئدت فئي التعليقات لضحاله الثقافه والعلم والمعرئفه وكان همها كلمه حضرتي هل نون النفاق منئث ام مذكر
856,الله يفتح عليكي,الئله يتفح كليعي,الل يفتح عليكي
857,جبتي المفيد,جيتب الئمفيد,جبئتي المفيد
858,المعارضه شغالين ليل نهار ضد الحكومه كما ذكرتي تهييج في الناس ليس حبا فيهم لا حرصا علي مصالحهم بل ممتلين عنفا لاجل اقاربهم المعتقلين علي خلفيه جرام ارهابيه او ضد الامن القومي او جماعات,المعرضه شغاين لي نهئار دض ملحكواه كا ذكري تهيجي فئي الئناس لي حئبا فئيهم لئا حاصر لعي مالحهم بئل ممتلي عنفئا لاجل اراقبهم المعتلين علئي خئلفيه جرم اهرابيه ائو ض الائمن الموقي ا جمعات,المعائرضه اغشلين ليل نار ضد الحكومه كما ذئكرتي تهييج في الناس ليس حبا فيهم لئا حرصئا عل مصالحهم بل ممتلئين عنفا لائجل اقاربهم المعتقلين علي خلفي جرام ارهابيه او ضئد الئامن القومي او جماعات
859,ثانيا يا مهنس لان انا مش عارف ده اسم ولا صفه الدمياطي ده انسان مصري زيك,ثانا يئا مسنه لئان اا شم عئارف د ائسم الو صف ادمياطي هد سناان مئصري زيئك,ثئانيا يا مهنس لان انا مش عار ده سام ولا صفه الدمياطي ده انسان مصري زئيك
860,ولا يفرق الله بينكم الا بالعمل واعتقد ان الحوار بالاحترام يكون احسن من الكلام اللي انت كتبته,وا يئفرق الئله يبنكم ائلا بلعمل وائعتقد ا احوار بالاحترا يئكون احن نم الكام ايلل تنا كبته,ولا يفرق الله كينبم الا بالعئمل واعتقد نا الحوار بالاحترام يكون احسن م الكلام اللي انت كتبته
861,ايه رايكم يا جماعه بدل حلقه النفاق بتاعه الست نبفين مشتاق الممله دي نعمل استفتا حول افضل تعليق في هذه الصفحه,هيا ريكم يئا جاعه بل حلقئه النقاف باعه الت فبنين مشتقا الممئله دئي نعل استتا حو افضئل تليق فئي هئذه فلصاحه,هيا رايكم يا جماعه بدل حلقه النفاق بتاعه الت نبفين مشتاق الممله دي نعم استفتا حول افضل تعليق في هذه اهصفحل
862,داهيه اتبلينا بيها في اليوم السابع,ديهاه ائتبلينا بيئها ف ايوم الاسبع,داهي اتبلينا بيها في اليوم السابع
863,وللاخ ايمن طه تعليق اقول علي الاقل المهندس مرتضي السيد قال انه مهندس موش وبعدين مين قالك ان الدمياطي شتيمه يمكن مدح يا اخي هو انت دمياطي ولا ايه,خللاو ائيمن طئه تليق اوقل عل القل النهمدس مئرتضي ائلسيد قائل اه مهند مئوش وعبدين من قلاك نا ائلدمياطي شميته يمك مئدح اي اخئي ه نات دياطي وئلا اهي,وللاخ ايمن طه تعلي اقول علي الاقل المهندس مرتضي السيد قل انئه مهندس موش وبعدين مين قالك ان الدمياطي شتيمه يمكن مدح اي اخي هو ات دمياطي وئلا اي
864,ده انا حتي بحب المشبك الدمياطي اوي بذمتك موش البقين دول كانوا اتقالوا علي نفاق الست نيفين احسن ولا انت حزب وطني,هد ائنا تحي ببح ملاشبك ادمياطي اي بمتك مئوش البقني دئول كنوا اتاالوق عيل نفقا ائلست نيفين حاسن الو نات زحب وطئني,هد انا حتي بحب المشبك الدمياطي ايو بذمتك مئوش البيقن دول كانوا اتقالوا علي نفاق الست نيفئين احسن ولا انت حزب وطني
865,يعني المسلميين مستنيين ايه لما محجبات يفجروا محطه مترو يقتلو المات من الابريا,عيني المسيميلن مستنين اي ملا محجات يئفجروا مطه مئترو يوتلق المت مئن الئابريا,يعني امسلميين مستنيين ايه لما محجبات يفجوا محطه مورت يوتلق المات م الابري
866,الروس يسقفولهم,الئروس يسقفولئهم,الوس يسقفولهم
867,احمدوا ربنا انها جت علي الضرب,امدوا ربئنا انئها ج عل الضب,احمدوا ربنا انها جت يلع الضبر
868,ازاي يا استاذ كريم ده يكون طبيعي اولا اللي عمل كده هما جماعات متطرفه من الشيشان اللي روسيا فرضها سطوتها,اازي ي اسئتاذ كرم دئه وكين طبيي اوئلا الي عل كهد هئما تماعاج متطرفئه مئن الشياشن للاي روسيئا فرضه سطتها,اياز يا استاذ كريم ده وكين طبيعي اولا اللي عمل كده همئا جماعات متطرفه مئن الشيشان اللي روسيا فرضها سطوتها
869,ثانيا ايه علاقه المسلمين اللي روسيا باللي حاصل ده مش هما كمان اتضروا بالتفجيرات,ثيناا اه عئلاقه سلمالمين لالي رويا باللئي حاص د مئش همئا كمئان ااضروت بجلتفايرات,ثائنيا اي علاقه المسلمين اللي روسيا باللي حاصل د مش هما كمان اتضروا بالتفجيرات
870,والموضوع بجد مسف جدا ومش عارف امتي هنلاقي له,والمئوضوع دجب مفس جئدا ومئش عائرف اتي هنقالي ل,والموضوع بد مسف جدا ومش عافر امتي هنلاقي له
871,ماهوا الناس مش هتستني لما يشيلوا النقاب لا الخمار ولا حتي,مهاوا الاس م تهستني لمئا يشئيلوا القاب ال الخئمار وئلا حئتي,ماهوا الناس مش هتستني لمئا يشوليا النقا لا الخمار وئلا حتي
872,مفيش اب مستعد يخسر ابنه ولا بنته في تفجير تاني يعني بالعقل,مفيئش ائب متسعد يرسخ ابن وا بنت فئي ترجيف تئاني يينع لابعقل,مفيش اب معتسد رخسي ابنه ولا بنته في تجير تاني يعني بالئعقل
873,يعني الله اصدر حكمه خلاص وقالها صريحه ولن,يعن اله اصر كحمه خئلاص وقلاها هريحص لون,يعني الله ائصدر حكمه خلاص وقالها صريحه ولن
874,ناس فاضيه,نس فاهيض,نسا فاهيض
875,عبرتوا عن مليون اهلاوي وشعور بظلم من الاعلام برافو,عارتوب ع مليو اهلئاوي وشعئور لظبم م الاعام برافئو,عبرتوا نع مليون اهلاوي وشعور مظلب م الاعلام بافو
876,هيه دي حريه الرا,يهه د حرهي ائلرا,هيه يد حريه الرا
877,الحق مش عليك يا,الح م عليئك اي,الحق م عليك يا
878,الحق بقي علي الشعب اللي ساكت وراضي,الق بي عي ابشعل للاي ساكئت ورضي,الح بقي عيل الشعب اللي ساتك وراضي
879,سلملي علي نفين شكري هيا فين صحيح,سلمي عي نفيئن شكر هي فيئن صحئيح,سلملي عل نفين شكري هاي فين صحيح
880,انا مش فاهم امن الدوله المصري ليه سلطه علي ارض الكويت ولا ايه اللي بيحصل ولا ده تبادل,ناا شم فئاهم ائمن الدولئه المئصري ليئه سهطل علئي ضرا الكوئيت وا اهي الي ليحصب لوا د تئبادل,اا مش فهم امن الدوله المصري ليه سلطه عي ارض الكويت ولا ايه اللي بيحص ولا ده تبادل
881,وبعدين فيين نفين ياجماعه حد يعرف,وبعدن فئيين يفنن ياجماعئه ح يعف,وبعدين فيين نفين يهجماعا حد يعرف
882,دلوقتي هيقولوا كل الكويت اعضا في الحزب الوطني,تلوقدي هيقوئلوا كئل اتكويل اعا ف احزب اطولني,دلقوتي هيقولوا كل الكويت اعضا في الحزب الوطني
883,طيب قرط علمت كده كراهيتها لمصر عداها لمبارك مشكوف,طبي قرئط علم كئده كاهيتها لمصئر عاها لمرابك مشكئوف,طئيب قرط علمت كده كراهيتها لمصر عداها لمبارك مشكوف
884,كمان الكويت اللي بيعشقوا مبارك عايزينهم يقفوا مع الشغب المعارضه يفتحوا لهم مركز قناه الذي منه,نماك ائلكويت لالي بيعشقئوا مبار زايعينهم فقيوا م شلاغب اعملارضه يفحوا لئهم مركئز قنائه الذئي نمه,كمان الكويت اللي بيعشقا مبكرا عايينهم يقفوا عم الشغب المعراضه يفتحئوا لهئم مركز قناه الي مه
885,شوفتوا عشان تعرفوا قيمه الحريه في بلدكو اللي زادت عن الحد ووصلت الي حد الفوضي,شوفوا شعان تعرفا قيه ائلحريه فئي بلدك اللي تادز نع الحئد ووصت ال ح الفوضئي,شوفتوا عشان تارفوع قيئمه الحريه في بلدكو الي زائدت نع الحد ووصلت الي حد الفوضي
886,والله البرادعي دا يودينا ورا الشمس ويخربها ولكن مش يقعد علي تلها بل سوف يقعد علي تل النمسا التي ينتمي اليها هو وزوجته واولاده اصحاب الجنسيه النمساويه علي طريقه النمساوي,والهل ائلبرادعي دئا يوينا ور ائلشمس ويخربئها وئلكن شم قيعد علئي تلا لب وسف يقعئد لعي تئل النما الت ينيمت ائليها هئو وزوجتئه ووالاده بصحاا اجلنسيه النمساوه عل طريق الئنمساوي,والئله البرادعي دئا يوديئنا ورا الشمس ويخربها ولكئن مش يقعد علي تله بل سوف يقعد عي تل النمسا ائلتي ينتمي اليها هو وزوجته واولاده اصحب الجنسيه النمساويه علي طريقه النمساوي
887,وربنا يستر علي,اربنو يست عي,وربنا يستر علي
888,والله حرام وعيب الي بيحصل ده في البرادعي ومحبيه علي فكره فيه نثل بيقول اضرب المربوط يخاف,والل حرم وعبي لاي يبحصل دئه ف البردعي بمحويه لعي ركفه فيئه نئثل بقيول ارب المربوئط يخا,والله حرام وعيب الئي بيحصل ده ف البرادعي ومحبيه علي فكره فيه نثل بيقول اضرب المربوط يخاف
889,ما اشبه اليوم بالبارحه نفس الوجوه الكالحه هي هي جمال واباه وجهان لعمله واحده تسافر حرم الوريث لشعي مصر لتضع ولي عهدنا الجديد نسال الله ان يتم لها علي خير ونطلب منها ومن زوجها ان تكمل اقامتها ببريطانيا بعد ما تقوم بالسلامه هي وولي عهدنا وزوجها الهمام صاحب الرقصه الشهيره زي ما قال الريس المنخب المصري كويس كتك خيبه يا راجل فين الكويس ده المنخب الشعب لا ياكلون اللحوم من اين تاتي,مئا اشه ائليوم بئالبارحه سفن ائلوجوه الكاحه يه هئي لماج وابه اجهون لعمئله واحدئه تساف حر يلوراث لشعئي مصئر لتض لوي عهدنئا اليدجد نئسال الئله ائن يئتم لا عئلي خري ونلب منه ون زوجه ا تكم اقماتها ببريطانيئا دعب ام قتوم بالسلمه هئي وول عهنا وزوجه لاهمام صحب ائلرقصه الشهيه ز مئا لاق الرئيس الئمنخب المصئري كوئيس كتئك خهبي ي رلجا في ولكايس د المنئخب بلشعا ال ايكلون اللوم م ايئن تاتي,ما اشبه اليوم بالئبارحه سفن الوجوه الكالحه يه ه جمال وائباه وجهئان لعمله واحده تسافر حرئم اوريث لشئعي مصر لتضع ولي عهدنا الجديد نسال الله ان يتم لها علي خير ونطلب منها ومن زوهجا ان تمكل اقامتها ببريطانيا بعد ما تقوم بالسلامه هي وولي عهدنا وزوجه الهمام صاحب الصقره الشهيره زي ما قلا الريس المنخب المصري كوي كتك خيبه يا راجل فين الكويس ده المنخب الشعب ل ياكلون اللحوم من اين تئاتي
890,ياجماعه هم بيعملو كده علشان يخوفوا المصريين هناك من التوقيع واعتقد ان الحرب بدات في الداخل والخارج من الحكومه وانا شايف ان الموضوع دوليا ومحليا مش هيتسكت عليه اوعوا تخافوا لو خفتم عليه العوض وتبقي تقابلني لو شميت الحريه بعد كده نهايا واستنوا,ماجياعه ه بيوملع كد علان يخوفوئا يلمصريان هئناك نم ائلتوقيع واعئتقد ا الحب بئدات ف ائلداخل والخئارج مئن الكحومه واا شئايف ا الموضوئع دولئيا وئمحليا مئش هكتسيت عيله اعوا تخفاوا لئو خفتئم عله العئوض وئتبقي تقابلي ل شمتي اهحريل بع دكه نهيا واستوا,ياجماعه هم بيعملو كد علشان يخوفوا المصريين هناك نم التوقيع واعتقد ائن ائلحرب بدات في الداخل والخارج من الحئكومه وانا شايف ان الموضوع دوليا ومحليا مش هيتئسكت عليه اوعوا تخافوا لو خفتم عليه العوض وتبقئي تقابلني لو شميت الحريه بعد كده نهئايا واستنوا
891,حكومه الكويت فتحت علي نفسها النار من كل منظمات حقوق الانسان للاسف سمعوا كلام الحكومه المصريه وكانوا فاكرين اننا في زمن ماضي غير راجع بالمره ان شا الله خسرتم حب كثير من المصرين اما المصرين في الخارج فليعلموا ان الرازق هو الله وان دول الخليج ماهي الا سبب للرزق فلا تخافوا علي ارزاقكم فالله سوف يحفظها,حكوم اتكويل حتفت عل نفاهس لانار م كئل منظئمات حقو الانان اللسف سمعا كام الحكمه المصره وئكانوا افكرين انا فئي زن مائضي غر عاجر باملره ا شئا ائلله خسرمت بح كثي نم صلمارين اا الئمصرين يف خلاارج فايعلمول ائن الازق ه اله وئان دل الئخليج ميها ال سب للرق فا تخاوا لعي اراقكم فائلله فوس يظفحها,حكومه الكويت فتحت علي نفسها النار من كل منتماظ حقوق الانسان للاسف سمعوا كلام الكحومه المصريه وكوناا فاكرين اننا في مزن ماضي غير راجع بالمره ان ش اله خسرتم ح كثير م ملاصرين اما المصريئن في الخارج فلئيعلموا ان ارلازق هو ائلله وان دول الخليج ماهي الا سبب للرزق فلا تخافوا علي ارزاقك فاللئه سوف يحفظها
892,اما سماع شكاوي بعض الساقين الذين تحالفوا ضد هذا الضابط الشاب الشجاع فامر مرفوض يحبط حماس اي ضابط شرطه اخر في الاستجابه لشكاوي المواطنين ضد البلطجيه,اا سئماع شئكاوي بع السقين انذيل تحالوفا ضئد هذ الضاط الاشب الشجئاع فئامر فرموض يحطب حمسا ا ضباط شئرطه اخئر ف الاستئجابه لشكئاوي الماطنين ضئد البلطجيئه,اما سماع شكاوي بعض الساقن الذين تحالفوا ضد ذها الضابط الشاب الشجاع فارم مرفوض يحبط حماس اي ضابط شرطه اخر في الاستجابه لشكاوي نلمواطاين ضد البلطجيه
893,الظابط ده يستحق نيشان مش يتبهدل عيب كده وربنا معاك ياحضره,الظائبط د سيتحق شينان مئش يتئبهدل عيئب هدك وربا معك ياحره,الظابط ده يستحق نيشان مش يتبهدل عيب كه وربنا معاك يهحضرا
894,هه جاهزين يا شبابا,هه جاهيزن ي شببا,هه جاهزيئن اي شبابا
895,طبعا,طعبا,طبعا
